service_request_key,created_date,request_type,description,request_type_code,status_code,intake_form,days_to_complete,sla_fy_2019,on_time_indicator,completed_at,due_at,ispublic,council_district,loc
14115017,08/01/2023 08:22:02 AM,Potholes,Located behind 1901 Chamberlain Ave.,EMERGENCY,O-CLOSED,iOS,2,5,Yes,08/03/2023 11:25:50 AM,08/11/2023 08:22:02 AM,yes,9,POINT (-85.274686 35.035418)
14114888,08/01/2023 07:40:22 AM,Potholes,,EMERGENCY,O-CLOSED,iOS,4,5,Yes,08/07/2023 10:05:46 AM,08/11/2023 07:40:22 AM,yes,2,POINT (-85.304041 35.061451)
14111853,07/31/2023 02:57:20 PM,Distressed Pavement,The pavement seems to be crumbling away,EMERGENCY,O-CLOSED,gov.publicstuff.com,6,20,No,08/08/2023 12:12:04 PM,08/02/2023 02:57:20 PM,yes,6,POINT (-85.170465585032 35.014693251675)
14110135,07/31/2023 12:33:08 PM,Potholes,This is not a pothole--it is damage to the curbing of the triangular median at the intersection of Veterans Bridge and Frazier Ave. It is scattering damaged curbing material on the roadway. Thank you.,EMERGENCY,O-CLOSED,Iframe,1,5,Yes,08/01/2023 11:24:02 AM,08/10/2023 12:33:08 PM,yes,2,POINT (-85.301644919335 35.06090925495)
14109708,07/31/2023 11:56:04 AM,Distressed Pavement,It is like the street is sinking,EMERGENCY,O-CLOSED,gov.publicstuff.com,3,20,No,08/03/2023 10:18:54 AM,08/02/2023 11:56:04 AM,yes,9,POINT (-85.246377003731 35.05163814957)
14104371,07/30/2023 10:37:52 AM,Potholes,"Very rough pavement and depressions on Shallowford Rd from Ridgeside Road to N. Crest. Having to slow down significantly to avoid car damage, or worse, veer over the center line to avoid. Some holes previously repaired but now deteriorated. Entire section from Ridgeside Road to N. Crest and beyond needs to be repaved as the other direction of Shallowford Road has been- going down toward Tunnel Blvd.",EMERGENCY,O-CLOSED,Iframe,2,5,Yes,08/01/2023 11:28:51 AM,08/10/2023 10:37:52 AM,yes,9,POINT (-85.253743348538 35.035584624129)
14100264,07/28/2023 06:49:00 PM,Potholes,Washout  causing deep ruts and potholes in the alleyway.,EMERGENCY,O-CLOSED,iOS,1,5,Yes,07/31/2023 02:38:05 PM,08/09/2023 06:49:00 PM,no,2,
14100061,07/28/2023 05:59:48 PM,Potholes,,EMERGENCY,O-CLOSED,iOS,1,5,Yes,07/31/2023 11:16:33 AM,08/09/2023 05:59:48 PM,yes,5,POINT (-85.199963 35.02699)
14099264,07/28/2023 03:43:34 PM,Potholes,South Holtzclaw ave. 2200-1500 block potholes on street and rough pavement.,EMERGENCY,O-CLOSED,gov.publicstuff.com,8,5,Yes,08/09/2023 09:41:07 AM,08/09/2023 03:43:34 PM,yes,8,POINT (-85.289751715517 35.026050357268)
14099079,07/28/2023 03:15:11 PM,Potholes,"Still have pot holes that need to be filled, did not get all the pot holes, there are still about 8 more that out there",EMERGENCY,O-CLOSED,gov.publicstuff.com,4,5,Yes,08/03/2023 07:10:43 AM,08/09/2023 03:15:11 PM,yes,1,POINT (-85.33112287592 35.048088925317)
14096883,07/28/2023 10:29:26 AM,Potholes,"near the pedestrian crossway at Pine and 6th Streets (just by the entrance/exit of the parking garage), there is a large pothole.",EMERGENCY,O-CLOSED,gov.publicstuff.com,1,5,Yes,07/31/2023 02:07:19 PM,08/09/2023 10:29:26 AM,yes,7,POINT (-85.312510429959 35.049635336559)
14096832,07/28/2023 10:24:43 AM,Potholes,"Caller states after you pass School, just before the top of the hill on Old Cleveland Pike is  a big pothole that looks more like a sinkhole that needs addressed",EMERGENCY,O-CLOSED,gov.publicstuff.com,1,5,Yes,07/31/2023 11:16:27 AM,08/09/2023 10:24:43 AM,yes,4,POINT (-85.099485728557 35.073559883876)
14092934,07/27/2023 01:48:25 PM,Potholes,across from address   painted,EMERGENCY,O-CLOSED,gov.publicstuff.com,1,5,Yes,07/28/2023 10:23:20 AM,08/08/2023 01:48:25 PM,yes,4,POINT (-85.165717769239 34.98631409308)
14092715,07/27/2023 01:25:35 PM,Potholes,Street,EMERGENCY,O-CLOSED,gov.publicstuff.com,0,5,Yes,07/27/2023 01:49:19 PM,08/08/2023 01:25:35 PM,yes,7,POINT (-85.29341659298 35.015037953733)
14092254,07/27/2023 12:31:00 PM,Potholes,A sinkhole was filled in a few weeks back and it s back and getting worse daily. Going to cause serious damage soon,EMERGENCY,O-CLOSED,Iframe,1,5,Yes,07/28/2023 11:02:57 AM,08/08/2023 12:31:00 PM,yes,9,POINT (-85.272297662177 34.989327494123)
14089714,07/26/2023 08:42:13 PM,Potholes,,EMERGENCY,O-CLOSED,Android,5,5,Yes,08/03/2023 07:08:26 AM,08/07/2023 08:42:13 PM,yes,2,POINT (-85.289198420942 35.06839788161)
14087550,07/26/2023 02:33:12 PM,Potholes,Around raised concrete topper.,EMERGENCY,O-CLOSED,gov.publicstuff.com,0,5,Yes,07/26/2023 02:33:01 PM,08/07/2023 02:33:12 PM,yes,3,POINT (-85.17899023289 35.094853999946)
14087560,07/26/2023 02:31:14 PM,Potholes,Hole at edge of yellow line.,EMERGENCY,O-CLOSED,gov.publicstuff.com,0,5,Yes,07/26/2023 02:31:25 PM,08/07/2023 02:31:14 PM,yes,5,POINT (-85.224858145803 35.084716039609)
14087379,07/26/2023 02:09:29 PM,Potholes,Rain is washing way the street in front of my driveway,EMERGENCY,O-CLOSED,gov.publicstuff.com,1,5,Yes,07/27/2023 12:20:18 PM,08/07/2023 02:09:29 PM,yes,3,POINT (-85.19244187842 35.093347727597)
14086577,07/26/2023 12:38:14 PM,Potholes,"Multiple potholes from the intersection of Grubb and Lower Mill to the railroad crossing on Lower Mill. Some are at manholes, others are holes or sinking pavement.",EMERGENCY,O-CLOSED,iOS,3,5,Yes,07/31/2023 02:13:45 PM,08/07/2023 12:38:14 PM,yes,3,POINT (-85.242208 35.152018)
14086192,07/26/2023 11:57:09 AM,Potholes,Several potholes on the 1200 block of central Avenue coming over the overpass,EMERGENCY,O-CLOSED,iOS,10,5,No,08/09/2023 09:25:51 AM,08/07/2023 11:57:09 AM,yes,8,POINT (-85.29468 35.035109)
14085408,07/26/2023 10:32:39 AM,Potholes,This problem is on 15th ave at the corner of east 46th st. This road has so much damage it tore off some of the under carriage plastic on my car. The road has been badly damaged for a lobg time. Please fix this asap,EMERGENCY,O-CLOSED,iOS,3,5,Yes,07/31/2023 02:35:28 PM,08/07/2023 10:32:39 AM,yes,7,POINT (-85.283329 34.988292)
14084951,07/26/2023 09:24:05 AM,Potholes,,EMERGENCY,O-CLOSED,gov.publicstuff.com,0,5,Yes,07/26/2023 10:19:19 AM,08/07/2023 09:24:05 AM,yes,8,POINT (-85.269078910914 35.072364087206)
14084419,07/26/2023 06:27:43 AM,Potholes,At the seam between the bridge and the off ramp.,EMERGENCY,O-CLOSED,Iframe,3,5,Yes,07/31/2023 02:15:12 PM,08/07/2023 06:27:43 AM,yes,8,POINT (-85.250782189786 35.09659419449)
14084259,07/26/2023 12:15:31 AM,Potholes,"Multiple potholes in alley, almost unusable. Please help",EMERGENCY,O-CLOSED,iOS,0,5,Yes,07/26/2023 02:29:24 PM,08/07/2023 12:15:31 AM,yes,9,POINT (-85.280291 35.035501)
14083906,07/25/2023 09:05:40 PM,Potholes,Goes through sub layer very deep,EMERGENCY,O-CLOSED,iOS,0,5,Yes,07/26/2023 09:53:20 AM,08/04/2023 09:05:40 PM,yes,4,POINT (-85.139526 35.03484)
14082375,07/25/2023 03:55:44 PM,Potholes,Between the addresses of 6057 mill rd and 6131 mill rd in Hixson there are numerous deep potholes,EMERGENCY,O-CLOSED,Iframe,2,5,Yes,07/27/2023 02:00:31 PM,08/04/2023 03:55:44 PM,yes,3,POINT (-85.23609441322 35.153443177801)
14081619,07/25/2023 02:34:05 PM,Potholes,Rear of E 5th & Highland Park( Alley),EMERGENCY,O-CLOSED,gov.publicstuff.com,1,5,Yes,07/26/2023 11:36:27 AM,08/04/2023 02:34:05 PM,yes,8,POINT (-85.278773945539 35.041363679741)
14079365,07/25/2023 10:55:48 AM,Potholes,Deep rectangular hole in left turn lane where Shallowford Rd turns left at Oak Street to go to McCallie Avenue.,EMERGENCY,O-CLOSED,Iframe,1,5,Yes,07/26/2023 01:02:59 PM,08/04/2023 10:55:48 AM,yes,9,POINT (-85.259237503556 35.031424876922)
14079111,07/25/2023 10:32:39 AM,Potholes,Sinkhole reforming outside of driveway on the road.  There are several Sinkholes forming up and down Woodmore Ter and the only thing that has been done is just patching a problem that's getting worse. please address the entire issue!,EMERGENCY,O-CLOSED,Android,1,5,Yes,07/26/2023 10:20:29 AM,08/04/2023 10:32:39 AM,yes,5,POINT (-85.228098232195 35.03428203399)
14078878,07/25/2023 09:58:12 AM,Potholes,,EMERGENCY,O-CLOSED,gov.publicstuff.com,1,5,Yes,07/26/2023 12:12:04 PM,08/04/2023 09:58:12 AM,yes,5,POINT (-85.240857066083 35.064377241553)
14076951,07/24/2023 07:03:56 PM,Potholes,Construction for food city has created major depressions in the road that are not properly covered by the metal plates. There is no signage warning of bumps or road work.,EMERGENCY,O-CLOSED,iOS,1,5,Yes,07/25/2023 08:19:24 AM,08/03/2023 07:03:56 PM,no,7,
14076881,07/24/2023 06:51:15 PM,Potholes,The alley located right off of Bailey between highland park and holly st has several potholes and have gotten to the point that my car bottoms out every time I leave my house. There are multiple houses that have to use this alley to get to their house. Its a gravel road and there are around 5 giant potholes.,STANDARD,O-CLOSED,iOS,2,5,Yes,07/26/2023 12:03:52 PM,08/03/2023 06:51:15 PM,no,9,
14075482,07/24/2023 03:43:40 PM,Potholes,,EMERGENCY,O-CLOSED,gov.publicstuff.com,2,5,Yes,07/26/2023 12:13:10 PM,08/03/2023 03:43:40 PM,yes,2,POINT (-85.259345633389 35.141641709156)
14074561,07/24/2023 02:12:23 PM,Potholes,blind narrow curve and northbound shoulder is disintegrated and is dangerous when somebody hits it trying to maneuver the curve. thank you,EMERGENCY,O-CLOSED,Android,3,5,Yes,07/27/2023 02:03:39 PM,08/03/2023 02:12:23 PM,yes,4,POINT (-85.16670180793 35.009568169474)
14073067,07/24/2023 12:06:49 PM,Potholes,There is a large pothole at the intersection of Berkley Circle and Arden Avenue in front of a fire hydrant.  This has been repaired in the past but is now bigger and deeper than before.  Please try to repair this pothole before school starts because this intersection has heavy traffic morning and afternoon from CCA.,EMERGENCY,O-CLOSED,Iframe,1,5,Yes,07/25/2023 12:43:12 PM,08/03/2023 12:06:49 PM,yes,2,POINT (-85.301969466626 35.080093477226)
14071884,07/24/2023 10:20:38 AM,Potholes,Busted tire and broke caliber- Driver rear side  -Happened 7/22/23  Located in front of Hamilton County Public Works,EMERGENCY,O-CLOSED,gov.publicstuff.com,1,5,Yes,07/25/2023 02:04:05 PM,08/03/2023 10:20:38 AM,yes,5,POINT (-85.206455597784 35.061651191159)
14071869,07/24/2023 10:19:11 AM,Potholes,Sinkhole,EMERGENCY,O-CLOSED,gov.publicstuff.com,0,5,Yes,07/24/2023 10:41:11 AM,08/03/2023 10:19:11 AM,yes,9,POINT (-85.236540553553 35.044994238011)
14071744,07/24/2023 10:02:18 AM,Potholes,,EMERGENCY,O-CLOSED,gov.publicstuff.com,5,5,Yes,07/31/2023 02:29:27 PM,08/03/2023 10:02:18 AM,yes,5,POINT (-85.178278687284 35.078180070897)
14069815,07/23/2023 03:51:40 PM,Potholes,manhole covers are sinking into the pavement creating holes in the road.,EMERGENCY,O-CLOSED,Iframe,1,5,Yes,07/24/2023 08:32:50 AM,08/03/2023 03:51:40 PM,yes,3,POINT (-85.233561968125 35.166359552107)
14069792,07/23/2023 03:37:08 PM,Potholes,"The problem starts at 902 and goes on around to 904 old lower mill rd. Their are big holes around the manhole covers and the middle of the road is sinking in, PLEASE DO SOMETHING ABOUT THIS ROAD.",EMERGENCY,O-CLOSED,Iframe,1,5,Yes,07/24/2023 08:32:22 AM,08/03/2023 03:37:08 PM,yes,3,POINT (-85.23295133155 35.164996954114)
14068073,07/22/2023 05:04:07 PM,Potholes,"Started  sinking, someone came and marked several times, now it s became a bad pot hole! Can cause damage to a vehicle.",EMERGENCY,O-CLOSED,Iframe,1,5,Yes,07/24/2023 12:37:13 PM,08/03/2023 05:04:07 PM,yes,,POINT (-85.296008989356 35.091225873238)
14067075,07/22/2023 01:49:59 PM,Potholes,30-in pothole full of water,EMERGENCY,O-CLOSED,Android,2,5,Yes,07/25/2023 01:13:28 PM,08/03/2023 01:49:59 PM,yes,8,POINT (-85.286091417074 35.025072320567)
14066774,07/22/2023 11:52:02 AM,Potholes,"Huge pothole here. It s getting bigger. It s near the side but when turning right, people hit it a lot.",EMERGENCY,O-CLOSED,iOS,1,5,Yes,07/24/2023 03:11:52 PM,08/03/2023 11:52:02 AM,yes,5,POINT (-85.219577 35.088979)
14065249,07/21/2023 06:02:19 PM,Potholes,,EMERGENCY,O-CLOSED,iOS,1,5,Yes,07/24/2023 11:48:21 AM,08/02/2023 06:02:19 PM,yes,1,POINT (-85.287605 35.145136)
14065018,07/21/2023 05:03:30 PM,Potholes,"5373-5399 Wilson Road Chattanooga, TN 37410 ave been in contact with both Walker County and the City of Rossville, who have directed me to your esteemed department. It has come to my attention that the pothole falls under the jurisdiction of Hamilton County Tennessee as well as the City of Chattanooga Tennessee. The location of the pothole can be approximately pinpointed at the coordinates 34.9842576, -85.3103832.",EMERGENCY,O-CLOSED,gov.publicstuff.com,7,5,Yes,08/01/2023 11:11:21 AM,08/02/2023 05:03:30 PM,yes,7,POINT (-85.310001981481 34.98865632525)
14064445,07/21/2023 03:42:38 PM,Potholes,"Caller states as you come off of Tunnel Blvd onto Lillian Ln and go up the hill, on the other side is a pothole that was filled last week but now it's open again and bigger. Stated it's about 2' wide now",EMERGENCY,O-CLOSED,gov.publicstuff.com,2,5,Yes,07/25/2023 09:43:25 AM,08/02/2023 03:42:38 PM,yes,9,POINT (-85.235308644902 35.046458942567)
14063589,07/21/2023 01:57:53 PM,Potholes,Large hole by car mart,EMERGENCY,O-CLOSED,gov.publicstuff.com,0,5,Yes,07/21/2023 01:58:34 PM,08/02/2023 01:57:53 PM,yes,2,POINT (-85.249018435025 35.120506271999)
14063426,07/21/2023 01:40:40 PM,Potholes,Plenty of holes near recycle entrance,EMERGENCY,O-CLOSED,gov.publicstuff.com,0,5,Yes,07/21/2023 02:01:40 PM,08/02/2023 01:40:40 PM,yes,7,POINT (-85.309338864886 35.020842279872)
14063416,07/21/2023 01:39:41 PM,Potholes,Plenty of holes along roadway.,EMERGENCY,O-CLOSED,gov.publicstuff.com,0,5,Yes,07/21/2023 02:01:57 PM,08/02/2023 01:39:41 PM,yes,1,POINT (-85.38808888583 34.990601545769)
14063408,07/21/2023 01:35:38 PM,Potholes,Large pothole at intersection,EMERGENCY,O-CLOSED,gov.publicstuff.com,0,5,Yes,07/21/2023 01:57:24 PM,08/02/2023 01:35:38 PM,yes,6,POINT (-85.193428925316 35.044122459789)
14062130,07/21/2023 10:59:26 AM,Potholes,"17th Street between Broad and Chestnut has disintegrated from pavement to gravel. Side walks are unsafe and crushed due to ongoing truck traffic. Signage is missing. Please conduct a study and plan restoration. Please repair road surface and multiple pot holes, standing water and missing pavement.",EMERGENCY,O-CLOSED,iOS,7,5,Yes,08/01/2023 11:26:03 AM,08/02/2023 10:59:26 AM,yes,7,POINT (-85.312958 35.036201)
14062021,07/21/2023 10:42:12 AM,Distressed Pavement,Pavement connecting to Market Street Bridge     Pavement is 3 or 4 inches lower than the bridge and it's bangs vehicles bad    need city to pour concrete or asphalt to build up the street   North Market needs to be raised.,EMERGENCY,O-CLOSED,gov.publicstuff.com,1,20,Yes,07/24/2023 08:34:59 AM,07/25/2023 10:42:12 AM,yes,7,POINT (-85.309617408118 35.056628741803)
14060986,07/21/2023 07:09:12 AM,Potholes,caller states: Hixson pike southbound right after both153 exits but before cloverdale rd in the left lane. On yellow line there is about 3 feet of missing road.,EMERGENCY,O-CLOSED,gov.publicstuff.com,1,5,Yes,07/24/2023 11:47:06 AM,08/02/2023 07:09:12 AM,yes,2,POINT (-85.24637184408 35.129026786862)
14058693,07/20/2023 04:11:12 PM,Potholes,400 Block of MLK & 800 Block of Gateway in the middle of the road there is a pothole.,EMERGENCY,O-CLOSED,gov.publicstuff.com,1,5,Yes,07/21/2023 01:25:03 PM,08/01/2023 04:11:12 PM,yes,7,POINT (-85.317551506797 35.047856560398)
14057467,07/20/2023 01:41:22 PM,Potholes,west bound lane,EMERGENCY,O-CLOSED,Android,1,5,Yes,07/21/2023 02:12:38 PM,08/01/2023 01:41:22 PM,yes,8,POINT (-85.250257775187 35.0830910662)
14057413,07/20/2023 01:31:32 PM,Potholes,Caller states there is a pothole between these address and The City Refuse Center on Airport Rd,URGENT,O-CLOSED,gov.publicstuff.com,2,5,Yes,07/24/2023 03:12:50 PM,08/01/2023 01:31:32 PM,yes,5,POINT (-85.213117611485 35.050721723237)
14057183,07/20/2023 01:02:00 PM,Potholes,Several potholes going up hill on Citico Avenue,EMERGENCY,O-CLOSED,iOS,1,5,Yes,07/21/2023 11:42:55 AM,08/01/2023 01:02:00 PM,yes,9,POINT (-85.257379 35.041349)
14057157,07/20/2023 12:59:53 PM,Distressed Pavement,There is a sunken area that goes across the two southbound lanes of Browns Ferry Rd at the entrance to the old Food Lion property and across from the new truck stop gas station.  The curb is also sunken in.,URGENT,O-CLOSED,gov.publicstuff.com,1,20,Yes,07/21/2023 09:23:28 AM,07/28/2023 12:59:53 PM,yes,1,POINT (-85.362532500547 35.030095251002)
14057073,07/20/2023 12:51:46 PM,Potholes,17th Street between Broad and Chestnut has disintegrated from pavement to gravel. Side walks are unsafe and crushed due to ongoing truck traffic. Signage is missing. Please conduct a study and plan restoration.,EMERGENCY,O-CLOSED,Iframe,1,5,Yes,07/21/2023 09:53:47 AM,08/01/2023 12:51:46 PM,yes,7,POINT (-85.312234376719 35.035844562538)
14054217,07/19/2023 08:54:34 PM,Potholes,This section of several hundred feet is debillitating rapidly and needs paving and remediation,EMERGENCY,O-CLOSED,Iframe,0,5,Yes,07/20/2023 12:39:30 PM,07/31/2023 08:54:34 PM,yes,9,POINT (-85.254145763517 35.035607030186)
14053857,07/19/2023 07:14:33 PM,Potholes,"There are pot holes, depressions, broken pavement. We get lots of complains about this with low profile cars.",EMERGENCY,O-CLOSED,Iframe,1,5,Yes,07/20/2023 02:42:05 PM,07/31/2023 07:14:33 PM,yes,7,POINT (-85.307172952115 35.035294727711)
14053357,07/19/2023 05:50:27 PM,Potholes,Multiple potholes next to 320 auto.,EMERGENCY,O-CLOSED,iOS,1,5,Yes,07/20/2023 02:39:08 PM,07/31/2023 05:50:27 PM,yes,2,POINT (-85.247891 35.12522)
14053026,07/19/2023 04:55:58 PM,Potholes,Street had repairs and street is low and the caller is hearing noise,EMERGENCY,O-CLOSED,gov.publicstuff.com,1,5,Yes,07/20/2023 12:36:35 PM,07/31/2023 04:55:58 PM,yes,6,POINT (-85.187986272634 35.022976271466)
14052794,07/19/2023 04:28:18 PM,Potholes,The issue is the alley between 12th and 13th Ave on the 3000 block. Pavement is worn away on both sides and it is hazardous to vehicles.,EMERGENCY,O-CLOSED,iOS,3,5,Yes,07/24/2023 08:33:06 AM,07/31/2023 04:28:18 PM,yes,7,POINT (-85.276117 35.00613)
